Song,Artist,Label,YouTube_URL
On Chill,Wale Featuring Jeremih,1,https://www.youtube.com/watch?v=iX9ICUr1yEw
Fancy Like,Walker Hayes,1,https://www.youtube.com/watch?v=G_zuB-ogIBw
You Broke Up With Me,Walker Hayes,1,https://www.youtube.com/watch?v=A56p-ZSZ5Vc
Pretty Little Poison,Warren Zeiders,1,https://www.youtube.com/watch?v=DhCJtYIMPno
Last Christmas,Wham!,1,https://www.youtube.com/watch?v=E8gmARGvPlI
See You Again,Wiz Khalifa Featuring Charlie Puth,1,https://www.youtube.com/watch?v=RgKAFK5djSk
Unsteady,X Ambassadors,1,https://www.youtube.com/watch?v=V0lw3qylVfY
BAD!,XXXTENTACION,1,https://www.youtube.com/watch?v=gVqcUi9tpCw
F**k Love,XXXTENTACION Featuring Trippie Redd,1,https://www.youtube.com/watch?v=JcWOSgImiRw
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,1,https://www.youtube.com/watch?v=tLNOce4Y4uc
La Diabla,Xavi,1,https://www.youtube.com/watch?v=HfzbN5ky5Co
La Victima,Xavi,1,https://www.youtube.com/watch?v=Mi-NXEGjAvg
Rubbin Off The Paint,YBN Nahmir,1,https://www.youtube.com/watch?v=AsfVZqZhtUQ
223's,YNW Melly & 9lokknine,1,https://www.youtube.com/watch?v=5L0ZiQNURTM
Suicidal,YNW Melly & Juice WRLD,1,https://www.youtube.com/watch?v=-V2PxXsctV0
Juice,Yo Gotti,1,https://www.youtube.com/watch?v=r5g85U5lJso
Down In The DM,Yo Gotti Featuring Nicki Minaj,1,https://www.youtube.com/watch?v=YXSpXO4N-tI
OOOUUU,Young M.A,1,https://www.youtube.com/watch?v=gVf_4Ns3qLU
Best Friend,Young Thug,1,https://www.youtube.com/watch?v=Tz6OUIjtM6E
Pick Up The Phone,Young Thug And Travis Scott Featuring Quavo,1,https://www.youtube.com/watch?v=mZDinQ92OZQ
Hot,Young Thug Featuring Gunna,1,https://www.youtube.com/watch?v=leJNDpm_G10
Bubbly,Young Thug With Drake & Travis Scott,1,https://www.youtube.com/watch?v=uCDE-S1AjuQ
No Smoke,YoungBoy Never Broke Again,1,https://www.youtube.com/watch?v=K3uMMjZGhnI
You're Mines Still,Yung Bleu Featuring Drake,1,https://www.youtube.com/watch?v=_bptrMV3zHE
Same Boat,Zac Brown Band,1,https://www.youtube.com/watch?v=_uHXS36LKNE
Beautiful Drug,Zac Brown Band,0,https://www.youtube.com/watch?v=jrhYJLT7XoU
Something In The Orange,Zach Bryan,1,https://www.youtube.com/watch?v=lA8F9sIhGdg
I Remember Everything,Zach Bryan Featuring Kacey Musgraves,1,https://www.youtube.com/watch?v=ZVVvJjwzl6c
Hey Driver,Zach Bryan Featuring The War And Treaty,1,https://www.youtube.com/watch?v=o8LTi_zkGuY
Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,1,https://www.youtube.com/watch?v=a2v_zGWawP0
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,1,https://www.youtube.com/watch?v=7F37r50VUTQ
Dusk Till Dawn,Zayn Featuring Sia,1,https://www.youtube.com/watch?v=tt2k8PGm-TI
Eastside,"benny blanco, Halsey & Khalid",1,https://www.youtube.com/watch?v=56WBK4ZK_cw
Hot Girl Bummer,blackbear,1,https://www.youtube.com/watch?v=5cPW0ggFq04
Here With Me,d4vd,0,https://www.youtube.com/watch?v=Ip6cw8gfHHI
Romantic Homicide,d4vd,1,https://www.youtube.com/watch?v=eKL3TceSxvk
I Hate U I Love U,gnash Featuring Olivia O'Brien,1,https://www.youtube.com/watch?v=BiQIc7fG9pA
Hit The Quan,iLoveMemphis,1,https://www.youtube.com/watch?v=JrCUEjSzLAk
Stressed Out,twenty one pilots,1,https://www.youtube.com/watch?v=pXRviuL6vMY
Heathens,twenty one pilots,0,https://www.youtube.com/watch?v=UprcpdwuwCg
